awardyear,category,categoryfullname,sortorder,prizeamount,motivation,award_link,id,name,fullname,gender,laureate_link,birth_date,birth_citynow,birth_continent,birth_countryNow,birth_locationstring
1901,Literature,The Nobel Prize in  Literature,1,150782,"in special recognition of his poetic composition, which gives evidence of lofty idealism, artistic perfection and a rare combination of the qualities of both heart and intellect",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1901,569,Sully Prudhomme,Sully Prudhomme,male,http://masterdataapi.nobelprize.org/2/laureate/569,1839-03-16,Paris,Europe,France,"Paris, France"
1982,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,1150000,for their discoveries concerning prostaglandins and related biologically active substances,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1982,425,Sune K. Bergström,Sune K. Bergström,male,http://masterdataapi.nobelprize.org/2/laureate/425,10/01/1916,Stockholm,Europe,Sweden,"Stockholm, Sweden"
1987,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,2175000,for his discovery of the genetic principle for generation of antibody diversity,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1987,436,Susumu Tonegawa,Susumu Tonegawa,male,http://masterdataapi.nobelprize.org/2/laureate/436,5/09/1939,Nagoya,Asia,Japan,"Nagoya, Japan"
1903,Chemistry,The Nobel Prize in Chemistry,1,141358,in recognition of the extraordinary services he has rendered to the advancement of chemistry by his electrolytic theory of dissociation,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1903,162,Svante Arrhenius,Svante August Arrhenius,male,http://masterdataapi.nobelprize.org/2/laureate/162,1859-02-19,Vik,Europe,Sweden,"Vik, Sweden"
2015,Literature,The Nobel Prize in  Literature,1,8000000,"for her polyphonic writings, a monument to suffering and courage in our time",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/2015,924,Svetlana Alexievich,Svetlana Alexievich,female,http://masterdataapi.nobelprize.org/2/laureate/924,31/05/1948,Ivano-Frankivsk,Europe,Ukraine,"Ivano-Frankivsk, Ukraine"
2002,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,10000000,for their discoveries concerning genetic regulation of organ development and programmed cell death',https://masterdataapi.nobelprize.org/2/nobelPrize/med/2002,750,Sydney Brenner,Sydney Brenner,male,http://masterdataapi.nobelprize.org/2/laureate/750,13/01/1927,Germiston,Africa,South Africa,"Germiston, South Africa"
1948,Literature,The Nobel Prize in  Literature,1,159773,"for his outstanding, pioneer contribution to present-day poetry",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1948,619,T.S. Eliot,Thomas Stearns Eliot,male,http://masterdataapi.nobelprize.org/2/laureate/619,1888-09-26,"St. Louis, MO",North America,USA,"St. Louis, MO, USA"
1950,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,164304,"for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects",https://masterdataapi.nobelprize.org/2/nobelPrize/med/1950,350,Tadeus Reichstein,Tadeus Reichstein,male,http://masterdataapi.nobelprize.org/2/laureate/350,1897-07-20,Wloclawek,Europe,Poland,"Wloclawek, Poland"
2015,Physics,The Nobel Prize in Physics,1,8000000,"for the discovery of neutrino oscillations, which shows that neutrinos have mass",https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2015,919,Takaaki Kajita,Takaaki Kajita,male,http://masterdataapi.nobelprize.org/2/laureate/919,9/03/1959,Higashimatsuyama,Asia,Japan,"Higashimatsuyama, Japan"
2018,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,9000000,for their discovery of cancer therapy by inhibition of negative immune regulation,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2018,959,Tasuku Honjo,Tasuku Honjo,male,http://masterdataapi.nobelprize.org/2/laureate/959,27/01/1942,Kyoto,Asia,Japan,"Kyoto, Japan"
2011,Peace,The Nobel Peace Prize,3,10000000,for their non-violent struggle for the safety of women and for womens rights to full participation in peace-building work,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/2011,871,Tawakkol Karman,Tawakkol Karman,female,http://masterdataapi.nobelprize.org/2/laureate/871,7/02/1979,Ta'izz,Asia,Yemen,"Ta'izz, Yemen"
1989,Peace,The Nobel Peace Prize,1,3000000,for advocating peaceful solutions based upon tolerance and mutual respect in order to preserve the historical and cultural heritage of his people,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1989,551,The 14th Dalai Lama ,The 14th Dalai Lama (Tenzin Gyatso) ,male,http://masterdataapi.nobelprize.org/2/laureate/551,6/07/1935,Taktser,Asia,China,"Taktser, Tibet (now China)"
1926,Chemistry,The Nobel Prize in Chemistry,1,116960,for his work on disperse systems,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1926,183,The Svedberg,The (Theodor) Svedberg,male,http://masterdataapi.nobelprize.org/2/laureate/183,1884-08-30,Fleräng,Europe,Sweden,"Fleräng, Sweden"
1909,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,139800,"for his work on the physiology, pathology and surgery of the thyroid gland",https://masterdataapi.nobelprize.org/2/nobelPrize/med/1909,303,Theodor Kocher,Emil Theodor Kocher,male,http://masterdataapi.nobelprize.org/2/laureate/303,1841-08-25,Bern,Europe,Switzerland,"Bern, Switzerland"
1902,Literature,The Nobel Prize in  Literature,1,141847,"the greatest living master of the art of historical writing, with special reference to his monumental work, <I>A history of Rome</I>",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1902,571,Theodor Mommsen,Christian Matthias Theodor Mommsen,male,http://masterdataapi.nobelprize.org/2/laureate/571,1817-11-30,Garding,Europe,Germany,"Garding, Schleswig (now Germany)"
2005,Physics,The Nobel Prize in Physics,3,10000000,"for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique",https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2005,793,Theodor W. Hänsch,Theodor W. Hänsch,male,http://masterdataapi.nobelprize.org/2/laureate/793,30/10/1941,Heidelberg,Europe,Germany,"Heidelberg, Germany"
1906,Peace,The Nobel Peace Prize,1,138536,"for his role in bringing to an end the bloody war recently waged between two of the world's great powers, Japan and Russia",https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1906,470,Theodore Roosevelt,Theodore Roosevelt Jr,male,http://masterdataapi.nobelprize.org/2/laureate/470,1858-10-27,"New York, NY",North America,USA,"New York, NY, USA"
1914,Chemistry,The Nobel Prize in Chemistry,1,146900,in recognition of his accurate determinations of the atomic weight of a large number of chemical elements,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1914,175,Theodore W. Richards,Theodore William Richards,male,http://masterdataapi.nobelprize.org/2/laureate/175,1868-01-31,"Germantown, PA",North America,USA,"Germantown, PA, USA"
1979,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1,800000,for their pioneering research into economic development research with particular consideration of the problems of developing countries,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1979,692,Theodore W. Schultz,Theodore W. Schultz,male,http://masterdataapi.nobelprize.org/2/laureate/692,30/04/1902,"Arlington, SD",North America,USA,"Arlington, SD, USA"
2009,Chemistry,The Nobel Prize in Chemistry,2,10000000,for studies of the structure and function of the ribosome,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2009,842,Thomas A. Steitz,Thomas A. Steitz,male,http://masterdataapi.nobelprize.org/2/laureate/842,23/08/1940,"Milwaukee, WI",North America,USA,"Milwaukee, WI, USA"
2005,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2,10000000,for having enhanced our understanding of conflict and cooperation through game-theory analysis,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2005,800,Thomas C. Schelling,Thomas C. Schelling,male,http://masterdataapi.nobelprize.org/2/laureate/800,14/04/1921,"Oakland, CA",North America,USA,"Oakland, CA, USA"
2013,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,3,8000000,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells",https://masterdataapi.nobelprize.org/2/nobelPrize/med/2013,886,Thomas C. Südhof,Thomas C. Südhof,male,http://masterdataapi.nobelprize.org/2/laureate/886,22/12/1955,Göttingen,Europe,Germany,"Göttingen, Germany"
1933,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,170332,for his discoveries concerning the role played by the chromosome in heredity,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1933,325,Thomas H. Morgan,Thomas Hunt Morgan,male,http://masterdataapi.nobelprize.org/2/laureate/325,1866-09-25,"Lexington, KY",North America,USA,"Lexington, KY, USA"
1954,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,181647,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1954,357,Thomas H. Weller,Thomas Huckle Weller,male,http://masterdataapi.nobelprize.org/2/laureate/357,15/06/1915,"Ann Arbor, MI",North America,USA,"Ann Arbor, MI, USA"
2011,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1,10000000,for their empirical research on cause and effect in the macroeconomy,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2011,872,Thomas J. Sargent,Thomas J. Sargent,male,http://masterdataapi.nobelprize.org/2/laureate/872,19/07/1943,"Pasadena, CA",North America,USA,"Pasadena, CA, USA"
1929,Literature,The Nobel Prize in  Literature,1,172760,"principally for his great novel, <I>Buddenbrooks</I>, which has won steadily increased recognition as one of the classic works of contemporary literature",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1929,602,Thomas Mann,Thomas Mann,male,http://masterdataapi.nobelprize.org/2/laureate/602,1875-06-06,Lübeck,Europe,Germany,"Lübeck, Germany"
1989,Chemistry,The Nobel Prize in Chemistry,2,3000000,for their discovery of catalytic properties of RNA,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1989,274,Thomas R. Cech,Thomas R. Cech,male,http://masterdataapi.nobelprize.org/2/laureate/274,8/12/1947,"Chicago, IL",North America,USA,"Chicago, IL, USA"
2001,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,10000000,for their discoveries of key regulators of the cell cycle,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2001,736,Tim Hunt,Tim Hunt,male,http://masterdataapi.nobelprize.org/2/laureate/736,19/02/1943,Neston,Europe,United Kingdom,"Neston, United Kingdom"
1975,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2,630000,for their contributions to the theory of optimum allocation of resources,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1975,687,Tjalling C. Koopmans,Tjalling C. Koopmans,male,http://masterdataapi.nobelprize.org/2/laureate/687,28/08/1910,'s Graveland,Europe,the Netherlands,"'s Graveland, the Netherlands"
1911,Peace,The Nobel Peace Prize,1,140695,"for his role as co-founder of the Institut de droit international, initiator of the Conferences on International Private Law (Conférences de Droit international privé) at the Hague, and pioneer in the field of international legal relations",https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1911,478,Tobias Asser,Tobias Michael Carel Asser,male,http://masterdataapi.nobelprize.org/2/laureate/478,1838-04-28,Amsterdam,Europe,the Netherlands,"Amsterdam, the Netherlands"
2015,Chemistry,The Nobel Prize in Chemistry,1,8000000,for mechanistic studies of DNA repair,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2015,921,Tomas Lindahl,Tomas Lindahl,male,http://masterdataapi.nobelprize.org/2/laureate/921,28/01/1938,Stockholm,Europe,Sweden,"Stockholm, Sweden"
2011,Literature,The Nobel Prize in  Literature,1,10000000,"because, through his condensed, translucent images, he gives us fresh access to reality",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/2011,868,Tomas Tranströmer,Tomas Tranströmer,male,http://masterdataapi.nobelprize.org/2/laureate/868,15/04/1931,Stockholm,Europe,Sweden,"Stockholm, Sweden"
1993,Literature,The Nobel Prize in  Literature,1,6700000,"who in novels characterized by visionary force and poetic import, gives life to an essential aspect of American reality",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1993,670,Toni Morrison,Toni Morrison,female,http://masterdataapi.nobelprize.org/2/laureate/670,18/02/1931,"Lorain, OH",North America,USA,"Lorain, OH, USA"
1981,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,3,1000000,for their discoveries concerning information processing in the visual system,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1981,424,Torsten N. Wiesel,Torsten N. Wiesel,male,http://masterdataapi.nobelprize.org/2/laureate/424,3/06/1924,Uppsala,Europe,Sweden,"Uppsala, Sweden"
2008,Physics,The Nobel Prize in Physics,3,10000000,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2008,828,Toshihide Maskawa,Toshihide Maskawa,male,http://masterdataapi.nobelprize.org/2/laureate/828,7/02/1940,Nagoya,Asia,Japan,"Nagoya, Japan"
1989,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1,3000000,for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1989,703,Trygve Haavelmo,Trygve Haavelmo,male,http://masterdataapi.nobelprize.org/2/laureate/703,13/12/1911,Skedsmo,Europe,Norway,"Skedsmo, Norway"
1957,Physics,The Nobel Prize in Physics,2,208629,for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1957,69,Tsung-Dao Lee,Tsung-Dao (T.D.) Lee,male,http://masterdataapi.nobelprize.org/2/laureate/69,24/11/1926,Shanghai,Asia,China,"Shanghai, China"
2015,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,3,8000000,for her discoveries concerning a novel therapy against Malaria,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2015,918,Tu Youyou,Tu Youyou,female,http://masterdataapi.nobelprize.org/2/laureate/918,30/12/1930,Zhejiang Ningbo,Asia,China,"Zhejiang Ningbo, China"
1970,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,400000,"for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation",https://masterdataapi.nobelprize.org/2/nobelPrize/med/1970,395,Ulf von Euler,Ulf von Euler,male,http://masterdataapi.nobelprize.org/2/laureate/395,7/02/1905,Stockholm,Europe,Sweden,"Stockholm, Sweden"
2001,Peace,The Nobel Peace Prize,1,10000000,for their work for a better organized and more peaceful world,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/2001,748,United Nations,NULL,NULL,http://masterdataapi.nobelprize.org/2/laureate/748,NULL,NULL,NULL,NULL,NULL
1965,Peace,The Nobel Peace Prize,1,282000,for its effort to enhance solidarity between nations and reduce the difference between rich and poor states,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1965,525,United Nations Children's Fund,NULL,NULL,http://masterdataapi.nobelprize.org/2/laureate/525,NULL,NULL,NULL,NULL,NULL
1988,Peace,The Nobel Peace Prize,1,2500000,for preventing armed clashes and creating conditions for negotiations,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1988,550,United Nations Peacekeeping Forces,NULL,NULL,http://masterdataapi.nobelprize.org/2/laureate/550,NULL,NULL,NULL,NULL,NULL
